688,495,20.9481, -6.40377, -4.51,   644, 454,26.102, -6.79516,-4.52,    1668, 398,18.0005, -39.8308,-4.53,   1562,375,23.0132, -40.3269,-4.54
249,1029,7.13522, 1.57409,-4.50,784,952,6.62239, -2.4817,-4.51,338,643,15.4288, 0.527785,-4.52,617,608,14.9814, -3.34458,-4.53
936,656,-6.87181, -8.88456,-4.50,1268,556,-11.8088, -8.46718,-4.50,447,328,-8.93818, -38.3872,-4.51,584,309,-13.8588, -37.924,-4.51
