0.64, 0.78, 1.73
0.68, 1.76, 1.68
1.43, 2.73, 1.89
1.80, 4.31, 1.59
2.53, 7.20, 3.08
2.95, 10.96, 3.24
3.01, 12.96, 3.91
0.64, 0.78, 1.73
0.68, 1.76, 1.68
0.68, 1.76, 1.68
0.68, 1.76, 1.68
1.43, 2.73, 1.89
1.43, 2.73, 1.89
1.43, 2.73, 1.89
1.43, 2.73, 1.89
3.01, 12.96, 3.91
3.01, 12.96, 3.91
0.2, 1.0, 1.0
0.64, 0.78, 1.73
1.0, 1.0, 1.0
